,car_brand,car_model,car_year,car_mileage,car_price,source
1842,MITSUBISHI,NEW CANTER,2018,26752,958000,SUM
1843,HONDA,CIVIC,2012,70897,398000,SUM
1844,MAZDA,CX-9,2018,59241,1228000,SUM
1845,FORD,RANGER,2018,56468,1090000,SUM
1846,BMW,X6 F16 ,2015,190000,1398000,SUM
1847,HONDA,ODYSSEY ,2017,78279,1238000,SUM
1848,BENZ,C-CLASS ESTATE ,2015,87264,1150000,SUM
1849,TOYOTA,VIOS ,2012,85894,248000,SUM
1850,MITSUBISHI,COLT PLUS ,2015,107000,278000,SUM
1851,MITSUBISHI,VERYCA 貨車,2016,48700,328000,SUM
1852,TOYOTA,RAV4 ,2016,91000,688000,SUM
1853,FORD,KUGA ,2014,84000,488000,SUM
1854,BMW,5 SERIES SEDAN G30 ,2017,40000,1680000,SUM
1855,TOYOTA,WISH ,2015,95329,498000,SUM
1856,TOYOTA,CAMRY ,2016,88320,568000,SUM
1857,TOYOTA,ALTIS ,2017,98494,488000,SUM
1858,HONDA,CR-V ,2013,125209,468000,SUM
1859,BMW,1 SERIES F20,2017,48918,980000,SUM
1860,MITSUBISHI,ZINGER,2018,139761,388000,SUM
1861,MITSUBISHI,DELICA 廂車,2013,152642,288000,SUM
1862,DAIHATSU,SIRION ,2013,100583,268000,SUM
1863,MAZDA,MAZDA 5 ,2014,250000,398000,SUM
1864,FORD,FOCUS 4D,2015,53831,290000,SUM
1865,BENZ,GLA-CLASS X156 ,2019,52162,1450000,SUM
1866,HYUNDAI,ELANTRA ,2013,77222,368000,SUM
1868,TOYOTA,SIENTA,2018,660000,548000,SUM
1869,NISSAN,BIG TIIDA 5D ,2016,32638,418000,SUM
1870,LUXGEN,U5,2018,32485,458000,SUM
1871,HONDA,CR-V ,2011,180000,328000,SUM
1872,TOYOTA,PREVIA ,2015,105671,968000,SUM
1873,TOYOTA,CAMRY ,2017,106134,528000,SUM
1874,TOYOTA,RAV4 ,2013,128516,489000,SUM
1875,HYUNDAI,KONA,2018,21344,698000,SUM
1876,BENZ,CLA-CLASS,2014,74403,958000,SUM
1877,HONDA,CITY ,2016,50000,428000,SUM
1878,LUXGEN,LUXGEN7 MPV 2.2T,2011,98409,268000,SUM
1879,MITSUBISHI,ZINGER,2019,52329,478000,SUM
1880,HONDA,CR-V ,2017,51811,798000,SUM
1881,MITSUBISHI,ZINGER,2018,54567,468000,SUM
1883,TOYOTA,YARIS ,2020,5696,518000,SUM
1884,MAZDA,MAZDA 3 ,2012,1,358000,SUM
1885,MITSUBISHI,VERYCA A190 貨車 ,2020,12523,463000,SUM
1886,TOYOTA,INNOVA,2013,76932,338000,SUM
1887,MINI,COUNTRYMAN ,2017,105615,1058000,SUM
1888,MAZDA,MAZDA 3 5D ,2016,98125,588000,SUM
1890,TOYOTA,WISH ,2012,96501,388000,SUM
1891,MITSUBISHI,DELICA貨車,2018,67259,399000,SUM
1892,TOYOTA,YARIS ,2017,100634,398000,SUM
1893,LUXGEN,U6 TURBO ,2014,73000,298000,SUM
1894,MITSUBISHI,OUTLANDER IO ,2014,61000,328000,SUM
1895,TOYOTA,PREVIA ,2017,98000,1038000,SUM
1896,MAZDA,MAZDA 3 5D ,2014,147713,538000,SUM
1897,MAZDA,MAZDA2,2015,43842,448000,SUM
1898,TOYOTA,ALTIS ,2010,1,290000,SUM
1899,HYUNDAI,GRAND STAREX ,2016,86810,778000,SUM
1900,TOYOTA,YARIS ,2014,72490,368000,SUM
1901,SUBARU,XV ,2017,74650,688000,SUM
1902,MITSUBISHI,SAVRIN ,2013,122006,299000,SUM
1903,HYUNDAI,SANTA FE ,2017,40950,838000,SUM
1904,LUXGEN,M7 TURBO ECO HYPER ,2018,29927,639000,SUM
1905,BMW,3 SERIES SEDAN F30 ,2015,79038,868000,SUM
1906,TOYOTA,RAV4 ,2015,85358,578000,SUM
1907,TOYOTA,YARIS ,2012,112426,288000,SUM
1908,TOYOTA,ALTIS ,2018,74679,558000,SUM
1909,NISSAN,X-TRAIL ,2019,368,798000,SUM
1910,LUXGEN,S5 TURBO,2015,33438,290000,SUM
1911,LUXGEN,U7 TURBO ,2013,50741,319000,SUM
1912,MAZDA,CX-3,2018,39000,688000,SUM
1913,NISSAN,LIVINA ,2009,190000,178000,SUM
1914,TOYOTA,YARIS ,2010,143610,228000,SUM
1915,MAZDA,MAZDA 3 5D ,2016,20000,608000,SUM
1916,FORD,FOCUS ,2010,61719,188000,SUM
1917,MITSUBISHI,OUTLANDER ,2016,144428,498000,SUM
1919,TOYOTA,ALTIS ,2014,120792,388000,SUM
1920,NISSAN,SUPER SENTRA ,2017,79000,438000,SUM
1921,FORD,FOCUS 4D,2017,70353,398000,SUM
1922,MITSUBISHI,GRAND LANCER,2017,67268,398000,SUM
1923,HYUNDAI,SUPER ELANTRA ,2018,25529,488000,SUM
1924,NISSAN,SUPER SENTRA ,2015,109000,368000,SUM
1925,SUBARU,FORESTER ,2016,40000,638000,SUM
1926,FORD,FOCUS 5D,2014,114000,348000,SUM
1927,MAZDA,CX-3,2016,76000,618000,SUM
1928,NISSAN,iTIIDA ,2019,24264,568000,SUM
1929,LUXGEN,U6 TURBO ECO HYPER ,2016,50000,468000,SUM
1930,LUXGEN,U6 TURBO ECO HYPER ,2016,82937,399000,SUM
1931,HONDA,CR-V ,2010,106551,378000,SUM
1932,MAZDA,CX-5 ,2015,61109,568000,SUM
1933,TOYOTA,ALTIS ,2019,20000,678000,SUM
1934,TOYOTA,YARIS ,2010,164485,278000,SUM
1935,MITSUBISHI,OUTLANDER ,2015,95249,558000,SUM
1936,TOYOTA,RAV4 ,2015,95427,698000,SUM
1937,NISSAN,iTIIDA ,2020,30761,598000,SUM
1938,BENZ,C-CLASS ESTATE ,2016,117800,1298000,SUM
1939,NISSAN,X-TRAIL ,2016,59752,598000,SUM
1940,MITSUBISHI,COLT PLUS ,2011,247215,158000,SUM
1941,MITSUBISHI,OUTLANDER ,2011,224140,298000,SUM
1942,BENZ,GLA-CLASS X156 ,2016,68603,1158000,SUM
1943,BENZ,GLA-CLASS X156 ,2017,80300,1288000,SUM
1944,FORD,KUGA ,2014,107185,468000,SUM
1945,SUBARU,XV ,2020,12548,938000,SUM
1946,HONDA,CIVIC,2009,71503,298000,SUM
1947,BMW,3 SERIES SEDAN F30,2015,102889,945000,SUM
1948,MITSUBISHI,CANTER ,2018,86080,978000,SUM
1949,TOYOTA,YARIS ,2017,118835,398000,SUM
1950,TOYOTA,YARIS ,2011,67412,340000,SUM
1951,BENZ,GLC-CLASS ,2017,50592,1650000,SUM
1952,MAZDA,MAZDA 5 ,2013,147105,438000,SUM
1953,BMW,X1 F48 ,2016,63597,1098000,SUM
1954,AUDI,A4 B9 ,2016,72132,1088000,SUM
1955,LUXGEN,U6 TURBO ECO HYPER ,2016,36083,458000,SUM
1956,LUXGEN,S3,2017,23774,318000,SUM
1957,MITSUBISHI,ZINGER,2015,89182,299000,SUM
1958,LUXGEN,U6 GT,2018,38093,579000,SUM
1959,TOYOTA,ALTIS ,2014,41330,399000,SUM
1961,TOYOTA,C-HR,2017,29000,778000,SUM
1962,FORD,FOCUS,2013,86000,288000,SUM
1963,TOYOTA,VIOS ,2015,71532,338000,SUM
1964,TOYOTA,SIENTA,2019,11957,638000,SUM
1965,TOYOTA,ALTIS ,2017,45952,498000,SUM
1966,TOYOTA,CAMRY ,2017,21096,585000,SUM
1967,BMW,1 SERIES F20,2017,56025,960000,SUM
1968,BENZ,GLC-CLASS ,2016,115588,1480000,SUM
1969,TOYOTA,CAMRY ,2011,141493,428000,SUM
1970,BMW,5 SERIES SEDAN G30 ,2018,55932,1798000,SUM
1971,FORD,FOCUS 5D,2015,80858,388000,SUM
1972,TOYOTA,YARIS ,2017,103897,338000,SUM
1973,LUXGEN,U7 TURBO ,2013,110000,298000,SUM
1974,MAZDA,MAZDA 3 ,2012,150865,358000,SUM
1975,VOLVO,V40,2018,65621,888000,SUM
1976,MAZDA,CX-5,2014,129913,528000,SUM
1977,HYUNDAI,SUPER ELANTRA ,2018,54882,499000,SUM
1978,NISSAN,BIG TIIDA 5D ,2016,50551,398000,SUM
1979,LUXGEN,U6 TURBO ,2014,40000,368000,SUM
1980,MITSUBISHI,NEW CANTER,2018,113986,938000,SUM
1981,TOYOTA,ALTIS ,2018,61605,529000,SUM
1983,NISSAN,LIVINA,2019,32796,458000,SUM
1984,HONDA,FIT ,2018,93505,498000,SUM
1985,NISSAN,TEANA ,2009,110000,198000,SUM
1986,LUXGEN,M7 TURBO ECO HYPER ,2017,83465,498000,SUM
1987,FORD,KUGA ,2018,12873,678000,SUM
1988,FORD,FOCUS 5D,2015,76521,368000,SUM
1989,HONDA,CR-V ,2011,177290,428000,SUM
1990,NISSAN,TEANA ,2011,217030,218000,SUM
1991,TOYOTA,RAV4 ,2014,98597,598000,SUM
1992,FORD,RANGER,2016,100000,898000,SUM
1993,MAZDA,MAZDA 3 5D ,2013,12608,398000,SUM
1994,MAZDA,MAZDA 3 4D ,2016,84112,499000,SUM
1995,BENZ,CLA-CLASS,2016,112464,1099000,SUM
1996,BENZ,GLB-CLASS,2020,18457,1798000,SUM
1997,TOYOTA,ALTIS ,2017,60000,498000,SUM
1998,TOYOTA,WISH ,2015,119014,468000,SUM
1999,MITSUBISHI,VERYCA廂車 ,2013,258376,218000,SUM
2000,MITSUBISHI,DELICA貨車 ,2012,150000,268000,SUM
2001,TOYOTA,YARIS ,2017,70000,428000,SUM
2002,TOYOTA,C-HR,2020,10953,798000,SUM
2003,MITSUBISHI,COLT PLUS ,2013,123763,258000,SUM
2004,BENZ,V-CLASS W447 ,2016,54200,1390000,SUM
2005,BENZ,B-CLASS W246 ,2015,42509,838000,SUM
2006,BENZ,C-CLASS ESTATE ,2015,115903,1220000,SUM
2007,HONDA,FIT ,2018,85967,488000,SUM
2008,HONDA,ACCORD ,2010,143962,368000,SUM
2010,HYUNDAI,ELANTRA EX ,2015,145693,398000,SUM
2011,MAZDA,MAZDA 5 ,2014,77000,438000,SUM
2012,NISSAN,SUPER SENTRA ,2018,38000,508000,SUM
2013,TOYOTA,RAV4 ,2020,4954,998000,SUM
2014,TOYOTA,YARIS ,2010,151285,268000,SUM
2015,HONDA,CIVIC ,2014,70000,498000,SUM
2016,LUXGEN,U5,2018,43095,458000,SUM
2018,MAZDA,MAZDA 5 ,2013,129371,418000,SUM
2019,NISSAN,BIG TIIDA 5D ,2013,114000,358000,SUM
2020,FORD,FOCUS 5D ,2019,46000,770000,SUM
2021,LUXGEN,U6 GT,2020,7500,698000,SUM
2022,TOYOTA,ALTIS ,2020,41473,598000,SUM
2023,BENZ,C-CLASS SEDAN W205 ,2014,158900,1138000,SUM
2024,HONDA,HR-V,2018,59064,658000,SUM
2025,NISSAN,TIIDA 5D ,2011,85509,278000,SUM
2026,TOYOTA,SIENTA,2017,123730,438000,SUM
2027,MITSUBISHI,LANCER FORTIS ,2010,74140,268000,SUM
2028,TOYOTA,ALTIS ,2013,242214,298000,SUM
2029,TOYOTA,WISH ,2013,118735,398000,SUM
2030,TOYOTA,YARIS ,2015,42266,438000,SUM
2031,NISSAN,MARCH ,2013,116425,258000,SUM
2032,FORD,RANGER,2016,111758,858000,SUM
2033,TOYOTA,INNOVA,2013,179899,338000,SUM
2034,MITSUBISHI,OUTLANDER ,2017,85889,539000,SUM
2035,TOYOTA,YARIS ,2020,6385,558000,SUM
2037,BMW,6 SERIES GRAN TURISMO G32,2018,35000,2388000,SUM
2038,AUDI,A1 SPORTBACK ,2020,3760,1138000,SUM
2039,SUBARU,FORESTER ,2014,126800,568000,SUM
2040,SUZUKI,SWIFT ,2015,126105,398000,SUM
2041,LUXGEN,U5,2017,30109,418000,SUM
2042,MITSUBISHI,VERYCA 貨車,2018,85350,358000,SUM
2043,SUZUKI,ALTO,2014,62306,239000,SUM
2044,MITSUBISHI,OUTLANDER ,2017,69066,598000,SUM
2045,LUXGEN,LUXGEN7 SUV 2.2T,2011,110000,168000,SUM
2046,TOYOTA,WISH ,2014,77610,488000,SUM
2047,BENZ,CLA-CLASS SHOOTING BRAKE ,2015,106347,998000,SUM
2048,FORD,FOCUS ,2011,120815,258000,SUM
2049,LUXGEN,U6 TURBO ECO HYPER ,2015,65428,428000,SUM
2051,NISSAN,LIVINA,2014,36000,358000,SUM
2052,NISSAN,X-TRAIL ,2018,89925,578000,SUM
2053,TOYOTA,ALTIS ,2012,116000,318000,SUM
2054,BENZ,B-CLASS W246 ,2015,70000,858000,SUM
2055,TOYOTA,CAMRY ,2017,55007,638000,SUM
2056,MAZDA,CX-3,2016,68170,658000,SUM
2057,TOYOTA,SIENTA,2020,17848,678000,SUM
2058,MITSUBISHI,ZINGER,2019,15388,528000,SUM
2059,TOYOTA,YARIS ,2017,109058,398000,SUM
2060,TOYOTA,SIENTA,2020,22905,638000,SUM
2061,HYUNDAI,IX35,2013,115495,368000,SUM
2062,TOYOTA,CAMRY ,2018,71000,598000,SUM
2063,BMW,5 SERIES SEDAN G30 ,2017,62315,1758000,SUM
2064,NISSAN,GRAND LIVINA,2010,130000,258000,SUM
2065,BMW,5 SERIES SEDAN G30 ,2017,60000,1650000,SUM
2066,HYUNDAI,TUCSON ,2016,74728,598000,SUM
2067,HYUNDAI,I30 HATCHBACK,2010,105000,198000,SUM
2068,LUXGEN,U7 TURBO ,2014,57745,398000,SUM
2069,NISSAN,LIVINA,2013,110000,278000,SUM
2070,TOYOTA,CAMRY ,2016,67377,478000,SUM
2071,BENZ,A-CLASS W176,2016,54000,1038000,SUM
2072,HYUNDAI,IX35,2014,50913,418000,SUM
2073,TOYOTA,VIOS ,2015,142000,318000,SUM
2074,BENZ,GLC-CLASS COUPE ,2017,38600,2098000,SUM
2075,NISSAN,LIVINA,2017,82255,378000,SUM
2076,MAZDA,MAZDA2,2019,10000,618000,SUM
2077,LUXGEN,M7 TURBO ECO HYPER ,2016,81830,538000,SUM
2078,NISSAN,LIVINA,2018,31117,399000,SUM
2080,MAZDA,CX-3,2018,29314,628000,SUM
2081,BENZ,C-CLASS ESTATE ,2016,87059,1480000,SUM
2082,TOYOTA,ALTIS ,2016,70000,418000,SUM
2083,MAZDA,CX-5 ,2017,45253,768000,SUM
2084,HONDA,HR-V,2017,47328,628000,SUM
2085,NISSAN,X-TRAIL ,2019,23928,708000,SUM
2086,MITSUBISHI,ZINGER,2018,53000,438000,SUM
2087,PORSCHE,MACAN,2016,60000,2580000,SUM
2088,LUXGEN,URX,2019,9915,868000,SUM
2089,FORD,ESCAPE ,2013,76000,258000,SUM
2090,TOYOTA,WISH ,2010,80000,398000,SUM
2091,NISSAN,LIVINA ,2011,150000,258000,SUM
2093,HYUNDAI,ELANTRA ,2014,160567,395000,SUM
2095,MITSUBISHI,DELICA 廂車,2018,77841,428000,SUM
2096,MITSUBISHI,NEW DELICA 貨車 2019-,2020,19000,518000,SUM
2097,MAZDA,MAZDA 6 5D Wagon,2020,33228,1099000,SUM
2099,TOYOTA,SIENTA,2017,18063,515000,SUM
2100,HONDA,CIVIC,2012,156234,425000,SUM
2101,TOYOTA,WISH ,2010,86767,375000,SUM
2102,HONDA,FIT ,2011,102507,328000,SUM
2103,TOYOTA,ALTIS ,2013,95142,358000,SUM
2104,TOYOTA,WISH ,2015,119930,478000,SUM
2105,BENZ,C-CLASS SEDAN W205 ,2017,70000,1298000,SUM
2106,TOYOTA,VIOS ,2018,80032,328000,SUM
2107,VW,BEETLE,2017,99507,788000,SUM
2108,VOLVO,V40,2019,19320,999000,SUM
2109,NISSAN,iTIIDA ,2020,10788,558000,SUM
2111,HYUNDAI,ELANTRA ,2014,51550,388000,SUM
2112,FORD,FIESTA ,2016,78685,398000,SUM
2114,MAZDA,MAZDA 3 ,2011,140760,288000,SUM
2115,TOYOTA,ALTIS ,2018,61682,588000,SUM
2116,BMW,5 SERIES SEDAN F10,2016,93969,999000,SUM
2117,MITSUBISHI,LANCER FORTIS ,2011,94382,298000,SUM
2118,MAZDA,MAZDA2,2016,74910,439000,SUM
2119,FORD,KUGA ,2017,22712,678000,SUM
2120,TOYOTA,ALTIS ,2018,42000,538000,SUM
2121,MITSUBISHI,VERYCA A180廂車 ,2019,28575,478000,SUM
2122,MITSUBISHI,ZINGER,2015,40564,358000,SUM
2123,HYUNDAI,ELANTRA ,2014,16874,358000,SUM
2124,LUXGEN,M7 TURBO ECO HYPER ,2019,13680,756000,SUM
2125,TOYOTA,RAV4 ,2016,35989,738000,SUM
2126,SUZUKI,JIMNY,2016,42290,488000,SUM
2127,MAZDA,MAZDA 5 ,2011,67493,338000,SUM
2128,BENZ,E-CLASS W212 ,2015,154085,1138000,SUM
2129,TOYOTA,SIENTA,2017,100111,498000,SUM
2130,TOYOTA,YARIS ,2011,180000,268000,SUM
2131,TOYOTA,ALTIS ,2010,84960,299000,SUM
2132,NISSAN,TEANA ,2010,245611,255000,SUM
2133,FORD,KUGA ,2013,165268,398000,SUM
2134,TOYOTA,ALTIS ,2021,9,665000,SUM
2135,MAZDA,MAZDA 3 4D,2019,40744,768000,SUM
2138,HONDA,FIT ,2012,101458,318000,SUM
2139,LUXGEN,M7 TURBO ECO HYPER ,2019,21975,798000,SUM
2140,HONDA,ODYSSEY ,2018,132743,1190000,SUM
2141,MITSUBISHI,DELICA貨車 ,2011,216040,258000,SUM
2142,NISSAN,TIIDA 5D ,2012,69690,298000,SUM
2143,SKODA,FABIA COMBI,2016,83946,468000,SUM
2144,FORD,FOCUS ,2012,108155,268000,SUM
2145,SUBARU,FORESTER ,2018,69676,888000,SUM
2146,MITSUBISHI,DELICA貨車,2015,37084,358000,SUM
2147,HYUNDAI,PORTER,2017,116980,458000,SUM
2148,HONDA,FIT ,2013,74050,388000,SUM
2149,NISSAN,BIG TIIDA 5D ,2014,114838,338000,SUM
2150,MITSUBISHI,SUPER DELICA,2017,127628,399000,SUM
2151,NISSAN,LIVINA,2018,80792,398000,SUM
2152,NISSAN,JUKE,2017,59521,698000,SUM
2153,TOYOTA,VIOS ,2015,78051,338000,SUM
2154,TOYOTA,YARIS ,2017,65809,408000,SUM
2155,BENZ,CLA-CLASS SHOOTING BRAKE ,2016,94011,999000,SUM
2156,LEXUS,RX ,2013,167112,758000,SUM
2157,NISSAN,TIIDA 5D ,2011,84500,278000,SUM
2158,TOYOTA,YARIS ,2012,164600,278000,SUM
2159,TOYOTA,ALTIS ,2011,99010,288000,SUM
2161,LEXUS,NX,2016,93317,1188000,SUM
2162,HONDA,FIT ,2016,102000,428000,SUM
2163,FORD,ESCAPE ,2013,78500,298000,SUM
2164,BENZ,CLA-CLASS SHOOTING BRAKE ,2015,79000,1128000,SUM
2165,MAZDA,MAZDA 3 5D,2019,33692,858000,SUM
2166,BENZ,GLA-CLASS X156 ,2015,77000,1188000,SUM
2167,BENZ,C-CLASS SEDAN W204 ,2013,130000,788000,SUM
2168,NISSAN,KICKS,2020,11000,688000,SUM
2169,BENZ,GLA-CLASS X156 ,2016,38314,1198000,SUM
2170,VW,TOURAN ,2019,65000,898000,SUM
2171,HONDA,FIT,2015,35232,469000,SUM
2172,NISSAN,SUPER SENTRA ,2015,118025,358000,SUM
2173,MITSUBISHI,VERYCA廂車 ,2013,275122,268000,SUM
2174,HONDA,CIVIC,2012,123108,398000,SUM
2175,HONDA,HR-V,2017,89527,598000,SUM
2176,MAZDA,MAZDA 3 ,2011,1476371,268000,SUM
2177,NISSAN,LIVINA,2011,63002,258000,SUM
2178,NISSAN,TEANA ,2012,219094,238000,SUM
2179,NISSAN,TIIDA 5D ,2011,120760,298000,SUM
2180,TOYOTA,ALTIS ,2013,125912,328000,SUM
2181,HYUNDAI,TUCSON ,2018,52176,738000,SUM
2182,TOYOTA,RAV4 ,2018,21156,799000,SUM
2183,MAZDA,MAZDA 3 ,2010,107922,238000,SUM
2184,AUDI,A4 B9 ,2016,87716,888000,SUM
2185,HYUNDAI,I30 HATCHBACK,2013,60000,288000,SUM
2186,TOYOTA,WISH ,2014,100000,488000,SUM
2187,TOYOTA,YARIS ,2015,59587,409000,SUM
2188,TOYOTA,ALTIS ,2012,191224,279000,SUM
2189,TOYOTA,ALTIS ,2010,142113,288000,SUM
2190,LUXGEN,LUXGEN7 SUV 2.2T,2011,137401,168000,SUM
2191,TOYOTA,YARIS ,2020,30820,508000,SUM
2192,LUXGEN,M7 TURBO ECO HYPER ,2019,19484,898000,SUM
2193,TOYOTA,SIENNA ,2014,58616,898000,SUM
2194,NISSAN,MARCH ,2016,24755,358000,SUM
2195,FORD,ECOSPORT ,2017,30600,438000,SUM
2196,MAZDA,MAZDA 5 ,2014,127294,538000,SUM
2197,MAZDA,MAZDA 5 ,2012,59867,369000,SUM
2198,MITSUBISHI,COLT PLUS ,2017,13836,358000,SUM
2199,LUXGEN,M7 TURBO ECO HYPER ,2016,62171,498000,SUM
2200,MITSUBISHI,LEADCA ,2016,182207,568000,SUM
2201,SUZUKI,SWIFT ,2009,246142,268000,SUM
2202,SUBARU,XV ,2013,172668,608000,SUM
2203,NISSAN,SUPER SENTRA ,2020,7475,598000,SUM
2204,FORD,ECONOVAN貨車 ,2013,180353,268000,SUM
2205,NISSAN,LIVINA,2017,70700,398000,SUM
2206,NISSAN,X-TRAIL ,2017,88623,598000,SUM
2207,FORD,FIESTA ,2015,109187,368000,SUM
2208,MITSUBISHI,VERYCA廂車 ,2015,186067,268000,SUM
2209,LUXGEN,U6 GT,2018,49541,638000,SUM
2210,TOYOTA,ALTIS ,2018,59985,498000,SUM
2211,TOYOTA,YARIS ,2017,69980,418000,SUM
2212,PORSCHE,MACAN,2016,68952,1788000,SUM
2213,NISSAN,TEANA ,2011,120000,208000,SUM
2214,HYUNDAI,ELANTRA EX ,2016,74486,498000,SUM
2215,MITSUBISHI,NEW DELICA 廂車,2020,15281,638000,SUM
2216,BENZ,GLC-CLASS ,2017,42795,1738000,SUM
2217,HONDA,CR-V ,2018,59360,888000,SUM
2219,NISSAN,TIIDA 5D ,2010,119000,258000,SUM
2220,TOYOTA,ALTIS ,2016,35621,486000,SUM
2221,INFINITI,Q30,2016,102500,858000,SUM
2222,NISSAN,BIG TIIDA 5D ,2016,76651,489000,SUM
2223,HONDA,CR-V ,2010,145508,358000,SUM
2224,TOYOTA,CAMRY ,2011,138745,368000,SUM
2225,BENZ,GLA-CLASS X156 ,2017,54200,1278000,SUM
2226,BENZ,GLC-CLASS ,2016,114289,1350000,SUM
2227,NISSAN,X-TRAIL ,2019,19603,769000,SUM
2228,HONDA,FIT ,2018,84404,488000,SUM
2230,MAZDA,MAZDA 3 ,2012,114866,338000,SUM
2231,TOYOTA,WISH ,2013,130000,498000,SUM
2232,SUBARU,FORESTER ,2013,162257,550000,SUM
2233,NISSAN,TIIDA 5D ,2012,135917,328000,SUM
2234,MAZDA,MAZDA 5 ,2012,170000,338000,SUM
2236,LEXUS,ES ,2017,100000,958000,SUM
2238,FORD,FOCUS,2013,191619,225000,SUM
2240,TOYOTA,WISH ,2012,246003,358000,SUM
2241,HYUNDAI,TUCSON ,2019,77482,738000,SUM
2242,MITSUBISHI,COLT PLUS ,2018,42181,350000,SUM
2243,HONDA,CIVIC,2010,142543,358000,SUM
2244,LUXGEN,M7 TURBO ECO HYPER ,2020,15641,788000,SUM
2245,TOYOTA,ALTIS ,2011,137896,298000,SUM
2246,AUDI,Q5 ,2017,46000,1388000,SUM
2247,TOYOTA,YARIS ,2012,119456,328000,SUM
2248,LUXGEN,U6 TURBO ,2014,100000,368000,SUM
2249,FORD,FOCUS,2013,99533,288000,SUM
2250,HYUNDAI,IX35,2013,172691,298000,SUM
2251,TOYOTA,VIOS ,2016,67607,358000,SUM
2252,BMW,1 SERIES F20,2017,59188,1120000,SUM
2253,TOYOTA,ALTIS ,2010,130000,248000,SUM
2254,MAZDA,MAZDA 5 ,2013,96366,358000,SUM
2255,HYUNDAI,IX35,2011,90379,298000,SUM
2256,TOYOTA,ALTIS ,2014,170000,398000,SUM
2257,INFINITI,Q30,2019,30000,1058000,SUM
2258,HYUNDAI,SUPER ELANTRA ,2017,39455,438000,SUM
2259,MITSUBISHI,ZINGER,2016,130667,338000,SUM
2260,TOYOTA,CAMRY ,2016,110000,573000,SUM
2261,LEXUS,ES ,2017,85824,998000,SUM
2262,FORD,FOCUS 5D,2015,60701,328000,SUM
2263,MITSUBISHI,OUTLANDER IO ,2013,219851,278000,SUM
2264,BENZ,E-CLASS W212 ,2015,106289,1198000,SUM
2265,LUXGEN,U7 TURBO ,2014,51887,438000,SUM
2266,TOYOTA,YARIS ,2011,186318,298000,SUM
2267,TOYOTA,ALTIS ,2012,107300,308000,SUM
2268,TOYOTA,YARIS ,2018,13144,478000,SUM
2270,TOYOTA,CAMRY ,2017,67662,598000,SUM
2271,TOYOTA,C-HR,2017,21776,768000,SUM
2272,SKODA,FABIA,2016,88000,458000,SUM
2273,TOYOTA,PREVIA ,2017,92900,1160000,SUM
2274,BENZ,B-CLASS W246 ,2015,45000,888000,SUM
2275,MITSUBISHI,NEW CANTER,2016,84291,888000,SUM
2276,FORD,FOCUS 5D,2015,19000,398000,SUM
2277,HONDA,ODYSSEY ,2016,122000,1033000,SUM
2278,SUZUKI,SWIFT ,2013,48359,438000,SUM
2279,NISSAN,X-TRAIL ,2018,58636,598000,SUM
2280,HONDA,ODYSSEY ,2015,92306,1059000,SUM
2281,BENZ,E-CLASS W213 ,2016,74799,1638000,SUM
2282,HONDA,CR-V ,2020,31951,978000,SUM
2283,MITSUBISHI,GRAND LANCER,2017,65426,458000,SUM
2284,TOYOTA,HILUX,2019,18893,1198000,SUM
2285,VW,CADDY ,2018,5137,838000,SUM
2286,HONDA,HR-V,2017,71202,638000,SUM
2287,MITSUBISHI,VERYCA 貨車,2018,44092,368000,SUM
2288,FORD,FOCUS,2013,56453,268000,SUM
2289,HONDA,CIVIC,2010,66933,338000,SUM
2290,NISSAN,GRAND LIVINA,2009,140000,188000,SUM
2291,BMW,7 SERIES SEDAN G11,2017,52913,2280000,SUM
2292,HYUNDAI,SUPER ELANTRA ,2017,72937,418000,SUM
2293,NISSAN,LIVINA,2017,113204,368000,SUM
2294,BENZ,E-CLASS W212 ,2013,142000,938000,SUM
2295,MITSUBISHI,COLT PLUS IO ,2013,165700,258000,SUM
2296,AUDI,A1,2015,54407,628000,SUM
2297,TOYOTA,YARIS ,2014,80830,338000,SUM
2298,FORD,ESCAPE ,2013,41300,328000,SUM
2299,NISSAN,X-TRAIL ,2017,102000,508000,SUM
2300,HYUNDAI,SANTA FE ,2015,51000,738000,SUM
2301,MITSUBISHI,LANCER IO ,2012,1,298000,SUM
2302,TOYOTA,CAMRY ,2019,21000,698000,SUM
2303,BENZ,C-CLASS SEDAN W205 ,2015,180000,998000,SUM
2304,BENZ,C-CLASS ESTATE ,2015,110000,1220000,SUM
2305,MITSUBISHI,LANCER FORTIS ,2009,145900,238000,SUM
2306,SUBARU,FORESTER ,2016,75327,638000,SUM
2307,MAZDA,MAZDA 3 ,2011,83114,278000,SUM
2308,TOYOTA,RAV4 ,2017,61449,758000,SUM
2309,LUXGEN,LUXGEN7 SUV 2.2T,2010,100000,208000,SUM
2310,MITSUBISHI,VERYCA 廂車,2018,26018,388000,SUM
2311,MITSUBISHI,ZINGER,2018,108615,368000,SUM
2312,NISSAN,BIG TIIDA 5D ,2015,86931,418000,SUM
2313,MITSUBISHI,COLT PLUS IO ,2013,162847,218000,SUM
2314,VW,TIGUAN ,2018,37640,1058000,SUM
2315,HONDA,FIT ,2019,77481,538000,SUM
2316,NISSAN,iTIIDA ,2018,37484,528000,SUM
2317,BMW,1 SERIES F20,2015,136127,745000,SUM
2318,TOYOTA,ALTIS ,2018,50727,535000,SUM
2319,TOYOTA,ALTIS ,2016,66404,508000,SUM
