,car_brand,car_model,car_year,car_mileage,car_price,car_color,car_cylinderVolume,car_gear,verified,source
180,FORD,KUGA,2018.0,20000.0,658000.0,白,1500.0,自排,0.0,ISAVE
181,NISSAN,SENTRA,2018.0,30000.0,1568000.0,藍,1800.0,自排,1.0,ISAVE
183,MITSUBISHI,ZINGER,2018.0,110000.0,1830000.0,白,2378.0,自排,0.0,ISAVE
184,NISSAN,X-TRAIL,2018.0,31279.0,1488000.0,銀,1997.0,手自排,0.0,ISAVE
236,TOYOTA,WISH,2018.0,164541.0,1550000.0,白,1987.0,手自排,1.0,ISAVE
240,BMW,540,2017.0,67000.0,288000.0,黑,2998.0,手自排,1.0,ISAVE
241,MITSUBISHI,ZINGER,2017.0,27263.0,568000.0,黑,2378.0,自排,1.0,ISAVE
242,TOYOTA,YARIS,2017.0,72809.0,398000.0,黑,1496.0,手自排,1.0,ISAVE
243,BMW,X1,2017.0,39966.0,628000.0,黑,1499.0,手自排,1.0,ISAVE
244,BENZ,E220 CDI,2017.0,40000.0,968000.0,灰,1950.0,手自排,1.0,ISAVE
246,LUXGEN,M7,2017.0,20000.0,1090000.0,黑,2198.0,手自排,1.0,ISAVE
247,AUDI,A4,2017.0,40000.0,688000.0,白,1984.0,手自排,1.0,ISAVE
249,HONDA,HR-V,2017.0,90000.0,428000.0,白,1799.0,手自排,1.0,ISAVE
250,MITSUBISHI,ZINGER,2017.0,50745.0,498000.0,灰,2378.0,自排,1.0,ISAVE
251,VOLKSWAGEN,GOLF,2017.0,50388.0,738000.0,銀,999.0,手自排,1.0,ISAVE
253,BENZ,C300,2017.0,28313.0,428000.0,白,2000.0,手自排,1.0,ISAVE
254,HONDA,ODYSSEY,2017.0,60000.0,600000.0,藍,2356.0,手自排,1.0,ISAVE
255,TOYOTA,CAMRY HYBRID,2017.0,100000.0,1798000.0,黑,2494.0,自排,1.0,ISAVE
257,FORD,FOCUS,2017.0,35189.0,780000.0,灰,1596.0,手自排,1.0,ISAVE
258,PEUGEOT,208,2017.0,112714.0,1960000.0,白,1199.0,手排,1.0,ISAVE
260,NISSAN,X-TRAIL,2017.0,40000.0,1290000.0,藍,1997.0,手自排,1.0,ISAVE
261,NISSAN,SENTRA,2017.0,56252.0,2480000.0,白,1798.0,自排,1.0,ISAVE
262,LUXGEN,M7,2017.0,50000.0,510000.0,黑,2198.0,手自排,1.0,ISAVE
263,BMW,530,2017.0,60000.0,1280000.0,藍,1998.0,手自排,1.0,ISAVE
264,SUBARU,XV,2017.0,26799.0,668000.0,白,1995.0,手自排,1.0,ISAVE
265,TOYOTA,RAV4,2017.0,36253.0,630000.0,銀,2494.0,手自排,1.0,ISAVE
266,BMW,440,2017.0,55647.0,1590000.0,藍,2998.0,手自排,1.0,ISAVE
267,BMW,520D,2017.0,30000.0,1590000.0,白,1995.0,手自排,1.0,ISAVE
268,BMW,320,2017.0,40000.0,1290000.0,白,1998.0,手自排,1.0,ISAVE
269,BENZ,GLE43,2017.0,74000.0,898000.0,藍,2996.0,手自排,1.0,ISAVE
270,TOYOTA,SIENTA,2017.0,40000.0,1568000.0,綠,1798.0,自排,1.0,ISAVE
271,BMW,X1,2017.0,40000.0,648000.0,白,1998.0,手自排,1.0,ISAVE
272,MAZDA,MAZDA 3,2017.0,11717.0,458000.0,銀,1998.0,手自排,1.0,ISAVE
273,MAZDA,MAZDA 6,2017.0,100000.0,638000.0,灰,2191.0,手自排,1.0,ISAVE
274,BMW,530,2017.0,14000.0,560000.0,黑,1998.0,手自排,1.0,ISAVE
275,BMW,X5,2017.0,35000.0,798000.0,白,1995.0,手自排,1.0,ISAVE
276,BENZ,C300,2017.0,49000.0,1710000.0,白,1991.0,手自排,1.0,ISAVE
277,VOLVO,V40,2017.0,78092.0,1880000.0,白,1969.0,手自排,1.0,ISAVE
278,BMW,530,2017.0,92000.0,838000.0,白,1998.0,手自排,1.0,ISAVE
279,FORD,FOCUS,2017.0,5500.0,1398000.0,白,1499.0,手自排,1.0,ISAVE
280,TOYOTA,YARIS,2017.0,40000.0,728000.0,灰,1496.0,手自排,1.0,ISAVE
281,MAZDA,CX-3,2017.0,39143.0,428000.0,藍,1998.0,手自排,1.0,ISAVE
282,HONDA,HR-V,2017.0,74000.0,1610000.0,藍,1799.0,手自排,1.0,ISAVE
283,AUDI,Q2,2017.0,106000.0,585000.0,白,1395.0,手自排,1.0,ISAVE
284,BENZ,GLC300,2017.0,45000.0,688000.0,白,1991.0,手自排,1.0,ISAVE
285,BMW,540,2017.0,50000.0,528000.0,白,2998.0,手自排,1.0,ISAVE
286,HYUNDAI,STAREX,2017.0,85231.0,568000.0,銀,2497.0,手自排,1.0,ISAVE
287,BMW,520D,2017.0,80000.0,438000.0,白,1995.0,手自排,1.0,ISAVE
289,NISSAN,SENTRA,2017.0,9441.0,488000.0,銀,1798.0,自排,1.0,ISAVE
290,BMW,530,2017.0,36000.0,588000.0,白,1997.0,手自排,1.0,ISAVE
291,HONDA,HR-V,2017.0,40000.0,1400000.0,白,1799.0,自排,1.0,ISAVE
293,TOYOTA,SIENTA,2017.0,53000.0,2550000.0,綠,1798.0,自排,1.0,ISAVE
294,TOYOTA,CAMRY,2017.0,35628.0,1670000.0,,1998.0,手自排,1.0,ISAVE
297,NISSAN,TIIDA,2017.0,63803.0,598000.0,白,1598.0,自排,1.0,ISAVE
298,LUXGEN,U6,2017.0,100000.0,680000.0,紅,1798.0,手自排,1.0,ISAVE
299,BENZ,C300,2017.0,30000.0,848000.0,白,1991.0,手自排,1.0,ISAVE
300,TOYOTA,C-HR,2017.0,62414.0,600000.0,白,1197.0,手自排,1.0,ISAVE
302,BENZ,GLC300,2017.0,68000.0,588000.0,白,1991.0,手自排,1.0,ISAVE
303,BMW,530,2017.0,55000.0,538000.0,白,1998.0,手自排,1.0,ISAVE
304,VOLKSWAGEN,TIGUAN,2017.0,80000.0,588000.0,銀,1984.0,手自排,1.0,ISAVE
305,FORD,FOCUS,2017.0,30000.0,560000.0,,1499.0,手自排,1.0,ISAVE
306,HONDA,HR-V,2017.0,67973.0,320000.0,藍,1799.0,手自排,1.0,ISAVE
307,TOYOTA,RAV4,2017.0,19846.0,698000.0,黑,2494.0,手自排,1.0,ISAVE
308,HONDA,CR-V,2017.0,93433.0,468000.0,白,2354.0,手自排,1.0,ISAVE
309,MAZDA,MAZDA 3,2017.0,80090.0,778000.0,灰,1998.0,手自排,1.0,ISAVE
310,TOYOTA,SIENTA,2017.0,32710.0,1790000.0,銀,1798.0,自排,1.0,ISAVE
311,NISSAN,X-TRAIL,2017.0,20448.0,458000.0,棕,1997.0,手自排,1.0,ISAVE
312,VOLKSWAGEN,GOLF,2017.0,98000.0,788000.0,灰,999.0,手自排,1.0,ISAVE
313,LUXGEN,M7,2017.0,83000.0,1420000.0,灰,2198.0,手自排,1.0,ISAVE
314,SKODA,CITIGO,2017.0,60000.0,898000.0,綠,999.0,手自排,1.0,ISAVE
315,MITSUBISHI,OUTLANDER,2017.0,26359.0,428000.0,灰,2359.0,手自排,1.0,ISAVE
316,SUZUKI,JIMNY,2017.0,104998.0,438000.0,銀,1328.0,手排,1.0,ISAVE
317,SKODA,SUPERB,2017.0,32553.0,538000.0,白,1395.0,手自排,1.0,ISAVE
318,BENZ,GLC300,2017.0,40000.0,1890000.0,黑,1991.0,手自排,1.0,ISAVE
320,HONDA,FIT,2017.0,118920.0,2190000.0,白,1497.0,手自排,1.0,ISAVE
321,TOYOTA,RAV4,2017.0,40728.0,450000.0,灰,1987.0,手自排,1.0,ISAVE
322,BENZ,E200,2017.0,50000.0,870000.0,黑,1991.0,手自排,1.0,ISAVE
323,INFINITI,Q30,2017.0,20000.0,478000.0,灰,1595.0,手自排,1.0,ISAVE
324,TOYOTA,YARIS,2017.0,25890.0,1698000.0,白,1496.0,手自排,1.0,ISAVE
325,TOYOTA,ALTIS,2017.0,83106.0,608000.0,銀,1798.0,手自排,1.0,ISAVE
326,SUZUKI,VITARA,2017.0,60000.0,798000.0,,1586.0,手自排,1.0,ISAVE
327,BMW,730D,2017.0,59000.0,588000.0,黑,2993.0,手自排,1.0,ISAVE
328,BENZ,GLC300,2017.0,40000.0,1050000.0,白,1991.0,手自排,1.0,ISAVE
329,PORSCHE,MACAN,2017.0,32000.0,358000.0,白,1984.0,手自排,1.0,ISAVE
330,NISSAN,SENTRA,2017.0,60000.0,518000.0,黑,1798.0,自排,1.0,ISAVE
331,AUDI,Q2,2017.0,60000.0,538000.0,紅,1395.0,手自排,1.0,ISAVE
332,NISSAN,TIIDA,2017.0,46533.0,498000.0,白,1600.0,手自排,1.0,ISAVE
334,HONDA,HR-V,2017.0,60000.0,1850000.0,白,17992.0,手自排,1.0,ISAVE
335,MAZDA,MAZDA 6,2017.0,31044.0,2050000.0,藍,1998.0,手自排,1.0,ISAVE
336,HYUNDAI,ELANTRA,2017.0,10000.0,488000.0,黑,2000.0,手自排,1.0,ISAVE
338,NISSAN,MARCH,2017.0,27610.0,1980000.0,紅,1498.0,自排,1.0,ISAVE
339,TOYOTA,SIENTA,2017.0,80000.0,658000.0,白,1798.0,自排,1.0,ISAVE
340,HYUNDAI,ELANTRA,2017.0,60000.0,375000.0,,1797.0,手自排,1.0,ISAVE
341,TOYOTA,SIENTA,2017.0,76000.0,488000.0,銀,1798.0,自排,1.0,ISAVE
342,FORD,KUGA,2017.0,88956.0,578000.0,灰,1498.0,手自排,1.0,ISAVE
343,BENZ,A45,2017.0,24000.0,608000.0,白,1991.0,手自排,1.0,ISAVE
344,BENZ,GLC300,2017.0,50000.0,488000.0,白,1991.0,手自排,1.0,ISAVE
345,NISSAN,TIIDA,2017.0,27026.0,688000.0,灰,1598.0,自排,1.0,ISAVE
346,MITSUBISHI,CANTER,2017.0,170750.0,5300000.0,白,2998.0,手排,1.0,ISAVE
348,VOLKSWAGEN,GOLF,2017.0,48102.0,478000.0,白,1395.0,手自排,1.0,ISAVE
349,TOYOTA,VIOS,2017.0,30000.0,530000.0,白,1496.0,手自排,1.0,ISAVE
350,TOYOTA,ALTIS,2017.0,54032.0,378000.0,灰,1798.0,手自排,1.0,ISAVE
351,SUZUKI,VITARA,2017.0,55000.0,458000.0,白,1373.0,自排,1.0,ISAVE
352,MAZDA,MAZDA 3,2017.0,55000.0,1788000.0,灰,1998.0,手自排,1.0,ISAVE
353,TOYOTA,ALTIS,2017.0,73969.0,668000.0,灰,1798.0,手自排,1.0,ISAVE
355,BENZ,AMG GT,2017.0,30000.0,328000.0,,3982.0,手自排,1.0,ISAVE
356,AUDI,Q5,2017.0,50000.0,338000.0,棕,1984.0,手自排,1.0,ISAVE
357,TOYOTA,ALTIS,2017.0,143685.0,468000.0,白,1798.0,手自排,1.0,ISAVE
358,KIA,KAON,2017.0,40104.0,348000.0,,2497.0,手排,1.0,ISAVE
359,MITSUBISHI,ZINGER,2017.0,56545.0,368000.0,,2378.0,自排,1.0,ISAVE
360,TOYOTA,YARIS,2017.0,80000.0,898000.0,黑,1496.0,手自排,1.0,ISAVE
361,BENZ,E300,2017.0,42132.0,438000.0,白,1991.0,手自排,1.0,ISAVE
362,FORD,KUGA,2017.0,150000.0,368000.0,白,1997.0,手自排,1.0,ISAVE
364,TOYOTA,YARIS,2017.0,96720.0,528000.0,銀,1496.0,手自排,1.0,ISAVE
366,MITSUBISHI,COLT PLUS,2017.0,111184.0,398000.0,白,1499.0,手自排,1.0,ISAVE
367,VOLKSWAGEN,POLO,2017.0,4607.0,368000.0,紅,1598.0,手自排,1.0,ISAVE
368,MITSUBISHI,COLT PLUS,2017.0,101517.0,1698000.0,白,1499.0,手自排,1.0,ISAVE
369,NISSAN,LIVINA,2017.0,84990.0,478000.0,白,1598.0,自排,1.0,ISAVE
370,BMW,118I,2017.0,31325.0,398000.0,藍,1499.0,手自排,1.0,ISAVE
371,TOYOTA,ALTIS,2017.0,66199.0,398000.0,,1798.0,手自排,1.0,ISAVE
374,TOYOTA,ALTIS,2017.0,57000.0,2038000.0,灰,1798.0,手自排,1.0,ISAVE
375,VOLVO,S90,2017.0,5360.0,1128000.0,藍,1969.0,手自排,1.0,ISAVE
376,NISSAN,LIVINA,2017.0,72075.0,370000.0,,1598.0,自排,1.0,ISAVE
377,MITSUBISHI,VERYCA,2017.0,59597.0,558000.0,,1299.0,手排,1.0,ISAVE
378,BMW,530,2017.0,55000.0,1650000.0,白,1997.0,手自排,1.0,ISAVE
379,HONDA,CITY,2017.0,42000.0,398000.0,白,1497.0,手自排,1.0,ISAVE
380,NISSAN,LIVINA,2017.0,71000.0,1188000.0,黑,1598.0,自排,1.0,ISAVE
381,NISSAN,LIVINA,2017.0,71000.0,368000.0,灰,1598.0,自排,1.0,ISAVE
385,BENZ,A180,2017.0,39900.0,798000.0,白,1595.0,手自排,1.0,ISAVE
386,TOYOTA,VIOS,2017.0,15209.0,478000.0,銀,1496.0,手自排,1.0,ISAVE
388,BENZ,GLC300,2017.0,42000.0,1650000.0,黑,1991.0,手自排,1.0,ISAVE
389,NISSAN,LIVINA,2017.0,43000.0,1480000.0,,1598.0,自排,1.0,ISAVE
390,INFINITI,QX70,2017.0,49335.0,2080000.0,黑,3696.0,手自排,1.0,ISAVE
391,MITSUBISHI,LANCER,2017.0,65541.0,860000.0,紅,1798.0,手自排,1.0,ISAVE
527,FORD,KUGA,2017.0,51423.0,1850000.0,灰,1498.0,手自排,1.0,ISAVE
551,BENZ,GLC300 COUPE,2017.0,47000.0,2350000.0,白,2000.0,手自排,0.0,ISAVE
552,SUZUKI,IGNIS,2017.0,22695.0,429000.0,灰,1242.0,自排,0.0,ISAVE
553,LEXUS,CT200H,2017.0,39791.0,592000.0,棕,1798.0,自排,0.0,ISAVE
554,BENZ,GLC300,2017.0,60208.0,643000.0,白,1991.0,手自排,0.0,ISAVE
555,BENZ,GLC300,2017.0,84387.0,628000.0,藍,1991.0,手自排,0.0,ISAVE
556,FORD,KUGA,2017.0,130000.0,1780000.0,黑,2000.0,自排,1.0,ISAVE
557,BENZ,V250D,2017.0,71474.0,3080000.0,黑,2143.0,手自排,0.0,ISAVE
558,BENZ,A250,2017.0,46000.0,1880000.0,藍,2000.0,自排,0.0,ISAVE
559,BENZ,C300,2017.0,60000.0,1230000.0,白,2000.0,自排,0.0,ISAVE
560,TOYOTA,SIENTA,2017.0,97688.0,450000.0,灰,1798.0,自排,0.0,ISAVE
561,BENZ,C300,2017.0,27407.0,998000.0,黑,2000.0,手自排,0.0,ISAVE
562,LAND ROVER,DISCOVERY,2017.0,90112.0,1390000.0,灰,1999.0,手自排,0.0,ISAVE
563,BMW,740LI,2017.0,52954.0,2030000.0,黑,2998.0,手自排,0.0,ISAVE
564,FORD,FIESTA,2017.0,86000.0,1768000.0,紅,1498.0,手自排,0.0,ISAVE
565,HONDA,HR-V,2017.0,12.0,2200000.0,白,1799.0,手排,0.0,ISAVE
566,HONDA,HR-V,2017.0,10.0,1630000.0,白,1799.0,手自排,0.0,ISAVE
567,HONDA,CR-V,2017.0,53109.0,499000.0,灰,2354.0,自排,0.0,ISAVE
569,MASERATI,LEVANTE,2017.0,44000.0,1790000.0,白,2979.0,手自排,0.0,ISAVE
570,BENZ,E300,2017.0,48307.0,1880000.0,,2000.0,自排,0.0,ISAVE
571,HONDA,ODYSSEY,2017.0,45000.0,1780000.0,藍,2356.0,手自排,0.0,ISAVE
572,HONDA,FIT,2017.0,80000.0,1360000.0,白,1500.0,自排,0.0,ISAVE
573,BMW,118,2017.0,38000.0,1360000.0,白,1499.0,手自排,0.0,ISAVE
574,BMW,530I,2017.0,51902.0,668000.0,藍,2000.0,手自排,0.0,ISAVE
575,BENZ,C43,2017.0,41977.0,1280000.0,白,3000.0,手自排,0.0,ISAVE
577,BMW,540I,2017.0,23980.0,1980000.0,藍,2998.0,手自排,0.0,ISAVE
578,BENZ,GLC300,2017.0,34000.0,478000.0,黑,2000.0,手自排,0.0,ISAVE
581,BMW,530I,2017.0,74000.0,518000.0,白,2000.0,自排,0.0,ISAVE
582,BENZ,GLC300 COUPE,2017.0,78000.0,1650000.0,白,2000.0,自排,0.0,ISAVE
584,BENZ,CLA250,2017.0,67000.0,435000.0,白,2000.0,自排,0.0,ISAVE
585,BENZ,CLA250,2017.0,57000.0,1608000.0,白,2000.0,自排,0.0,ISAVE
587,MINI,COUNTRYMAN,2017.0,61401.0,1890000.0,白,2000.0,手自排,0.0,ISAVE
0,TOYOTA,SIENNA,2017.0,164628.0,1260000.0,白,3456.0,手自排,0.0,ISAVE
1,MITSUBISHI,ZINGER,2017.0,97558.0,338000.0,白,2378.0,自排,0.0,ISAVE
2,TOYOTA,SIENTA,2017.0,44000.0,438000.0,銀,1496.0,自排,0.0,ISAVE
3,TOYOTA,ALPHARD,2017.0,83098.0,1868000.0,黑,3500.0,手自排,0.0,ISAVE
4,TOYOTA,SIENTA,2017.0,93988.0,488000.0,綠,1798.0,自排,0.0,ISAVE
5,PORSCHE,MACAN,2017.0,56667.0,1938000.0,黑,2000.0,手自排,0.0,ISAVE
6,BENZ,GLC300,2017.0,70000.0,1500000.0,白,2000.0,手自排,0.0,ISAVE
7,BENZ,A180,2017.0,40772.0,1088000.0,灰,1600.0,手自排,0.0,ISAVE
8,BENZ,CLA250,2017.0,31496.0,1358000.0,紅,2000.0,手自排,0.0,ISAVE
9,BENZ,V250D,2017.0,28335.0,1988000.0,黑,2143.0,手自排,0.0,ISAVE
10,TOYOTA,ALTIS,2017.0,63000.0,538000.0,白,1497.0,自排,0.0,ISAVE
11,SUBARU,XV,2017.0,58247.0,738000.0,銀,1995.0,手自排,0.0,ISAVE
12,SUBARU,IMPREZA,2017.0,52530.0,668000.0,紅,1600.0,手自排,0.0,ISAVE
14,BMW,750,2017.0,39735.0,2888000.0,黑,4400.0,手自排,0.0,ISAVE
15,VOLKSWAGEN,TOURAN,2017.0,100000.0,650000.0,灰,1400.0,自排,0.0,ISAVE
16,MITSUBISHI,LANCER,2017.0,60000.0,398000.0,白,1800.0,自排,0.0,ISAVE
17,SKODA,OCTAVIA,2017.0,138573.0,698000.0,白,1391.0,自排,0.0,ISAVE
18,BMW,740LI,2017.0,80000.0,1960000.0,黑,3000.0,自排,0.0,ISAVE
19,TOYOTA,ALTIS,2017.0,56634.0,488000.0,黑,1798.0,手自排,0.0,ISAVE
20,TOYOTA,ALTIS,2017.0,23000.0,535000.0,白,1798.0,手自排,0.0,ISAVE
21,NISSAN,TEANA,2017.0,150000.0,455000.0,灰,1997.0,自排,0.0,ISAVE
23,FORD,FOCUS,2017.0,61113.0,1590000.0,白,1499.0,手自排,0.0,ISAVE
24,BMW,530,2017.0,130000.0,678000.0,黑,1998.0,手自排,0.0,ISAVE
25,TOYOTA,CAMRY HYBRID,2017.0,49790.0,698000.0,灰,2500.0,手自排,1.0,ISAVE
26,SUBARU,XV,2017.0,78558.0,668000.0,白,1995.0,手自排,0.0,ISAVE
27,HONDA,CR-V,2017.0,47000.0,580000.0,白,2354.0,手自排,0.0,ISAVE
28,LUXGEN,M7,2017.0,0.0,518000.0,黑,2200.0,自排,0.0,ISAVE
29,NISSAN,JUKE,2017.0,33000.0,418000.0,黑,1600.0,自排,0.0,ISAVE
30,LUXGEN,U5,2017.0,26083.0,458000.0,銀,1556.0,手自排,0.0,ISAVE
31,TOYOTA,ALTIS,2017.0,67000.0,578000.0,灰,1798.0,手自排,0.0,ISAVE
33,AUDI,Q2,2017.0,69450.0,428000.0,,1400.0,手自排,0.0,ISAVE
35,NISSAN,TIIDA,2017.0,60913.0,508000.0,白,1598.0,自排,0.0,ISAVE
36,NISSAN,TEANA,2017.0,63403.0,498000.0,黑,2496.0,手自排,0.0,ISAVE
37,TOYOTA,ALTIS,2017.0,32000.0,1488000.0,,1798.0,手排,0.0,ISAVE
40,TOYOTA,CAMRY,2017.0,61000.0,430000.0,黑,1998.0,手排,0.0,ISAVE
41,NISSAN,TIIDA,2017.0,80123.0,350000.0,灰,1598.0,自排,0.0,ISAVE
42,MITSUBISHI,ZINGER,2017.0,99032.0,350000.0,銀,2378.0,自排,0.0,ISAVE
43,MITSUBISHI,DELICA,2017.0,128430.0,350000.0,白,2351.0,手排,0.0,ISAVE
44,NISSAN,LIVINA,2017.0,70630.0,430000.0,銀,1598.0,自排,0.0,ISAVE
45,TOYOTA,SIENTA,2017.0,76991.0,699000.0,灰,1798.0,手自排,0.0,ISAVE
46,HYUNDAI,TUCSON,2017.0,0.0,398000.0,紅,1600.0,手自排,0.0,ISAVE
121,MITSUBISHI,DELICA,2017.0,62000.0,1280000.0,白,2351.0,手排,0.0,ISAVE
122,TOYOTA,ALTIS,2017.0,21000.0,1780000.0,白,1798.0,手自排,0.0,ISAVE
140,AUDI,A3,2016.0,66000.0,858000.0,黑,1395.0,手自排,1.0,ISAVE
141,BENZ,C300,2016.0,90667.0,930000.0,銀,1991.0,手自排,1.0,ISAVE
142,BENZ,GLC300,2016.0,70000.0,2298000.0,灰,1991.0,手自排,1.0,ISAVE
143,SUBARU,FORESTER,2016.0,54700.0,1570000.0,白,1995.0,手自排,1.0,ISAVE
144,NISSAN,X-TRAIL,2016.0,61245.0,728000.0,白,2488.0,手自排,1.0,ISAVE
145,SUBARU,WRX,2016.0,130000.0,570000.0,藍,1998.0,手自排,1.0,ISAVE
146,BMW,X1,2016.0,120000.0,1698000.0,棕,1998.0,手自排,1.0,ISAVE
148,BENZ,GLC300,2016.0,40000.0,2538000.0,白,1991.0,手自排,1.0,ISAVE
149,HYUNDAI,SANTA FE,2016.0,80000.0,1030000.0,,2199.0,手自排,1.0,ISAVE
150,LUXGEN,M7,2016.0,58000.0,1100000.0,白,2198.0,手自排,1.0,ISAVE
151,BENZ,C43AMG,2016.0,90000.0,1220000.0,白,2996.0,手自排,1.0,ISAVE
152,SKODA,FABIA,2016.0,70000.0,798000.0,,1197.0,手自排,1.0,ISAVE
154,BMW,520,2016.0,64000.0,1788000.0,黑,1997.0,手自排,1.0,ISAVE
155,BENZ,CLA200,2016.0,82000.0,558000.0,白,1595.0,手自排,1.0,ISAVE
156,BENZ,CLA250,2016.0,40000.0,377000.0,黑,1991.0,手自排,1.0,ISAVE
157,SUBARU,FORESTER,2016.0,89151.0,628000.0,銀,1998.0,手自排,1.0,ISAVE
158,MITSUBISHI,LANCER IO,2016.0,71000.0,498000.0,黑,1998.0,手自排,1.0,ISAVE
159,BENZ,GLC250,2016.0,67589.0,678000.0,白,1991.0,手自排,1.0,ISAVE
161,VOLKSWAGEN,POLO,2016.0,55000.0,1490000.0,灰,1598.0,手自排,1.0,ISAVE
162,SUBARU,FORESTER,2016.0,103705.0,799000.0,白,1995.0,手自排,1.0,ISAVE
163,TOYOTA,ALTIS,2016.0,51714.0,458000.0,銀,1798.0,手自排,1.0,ISAVE
165,NISSAN,LIVINA,2016.0,43190.0,398000.0,灰,1598.0,自排,1.0,ISAVE
166,BENZ,E250,2016.0,100590.0,628000.0,白,1991.0,手自排,1.0,ISAVE
167,VOLKSWAGEN,SHARAN,2016.0,60000.0,325000.0,灰,1968.0,手自排,1.0,ISAVE
168,NISSAN,TIIDA,2016.0,47506.0,538000.0,白,1598.0,自排,1.0,ISAVE
169,BENZ,C300,2016.0,39000.0,1098000.0,白,1991.0,手自排,1.0,ISAVE
170,HYUNDAI,IX35,2016.0,120000.0,568000.0,白,1995.0,手自排,1.0,ISAVE
171,SUBARU,LEGACY,2016.0,40000.0,1660000.0,灰,2498.0,手自排,1.0,ISAVE
173,TOYOTA,WISH,2016.0,75000.0,1720000.0,白,1987.0,手自排,1.0,ISAVE
174,BENZ,C200,2016.0,116013.0,1280000.0,白,1991.0,手自排,1.0,ISAVE
175,TOYOTA,WISH,2016.0,20000.0,698000.0,銀,1987.0,手自排,1.0,ISAVE
176,BENZ,GLC250,2016.0,67508.0,1510000.0,白,1991.0,手自排,1.0,ISAVE
177,FORD,FIESTA,2016.0,80000.0,518000.0,紅,998.0,手自排,1.0,ISAVE
178,BMW,330,2016.0,30000.0,1158000.0,白,1998.0,手自排,1.0,ISAVE
179,BENZ,C300,2016.0,99000.0,418000.0,白,1991.0,手自排,1.0,ISAVE
180,TOYOTA,RAV4,2016.0,58167.0,428000.0,白,2494.0,手自排,1.0,ISAVE
181,BENZ,C300,2016.0,20000.0,438000.0,白,1991.0,手自排,1.0,ISAVE
183,MAZDA,CX-9,2016.0,16094.0,758000.0,灰,2488.0,手自排,1.0,ISAVE
185,NISSAN,TIIDA,2016.0,80000.0,1550000.0,藍,1598.0,自排,1.0,ISAVE
186,SUZUKI,SWIFT,2016.0,77700.0,298000.0,白,1242.0,自排,1.0,ISAVE
187,NISSAN,LIVINA,2016.0,13547.0,468000.0,灰,1598.0,自排,1.0,ISAVE
188,AUDI,A3,2016.0,64145.0,397000.0,白,1395.0,手自排,1.0,ISAVE
189,BENZ,CLA45,2016.0,82000.0,488000.0,白,1991.0,手自排,1.0,ISAVE
190,AUDI,A6,2016.0,40000.0,708000.0,黑,2967.0,手自排,1.0,ISAVE
191,MITSUBISHI,COLT PLUS,2016.0,109994.0,638000.0,白,1499.0,手自排,1.0,ISAVE
192,FORD,FIESTA,2016.0,77656.0,1580000.0,白,998.0,手自排,1.0,ISAVE
194,LUXGEN,M7,2016.0,57427.0,498000.0,灰,2198.0,手自排,1.0,ISAVE
195,LUXGEN,M7,2016.0,84040.0,1330000.0,白,2198.0,手自排,1.0,ISAVE
196,NISSAN,X-TRAIL,2016.0,139000.0,8880000.0,,2488.0,自排,1.0,ISAVE
197,BENZ,GLC300,2016.0,75000.0,410000.0,黑,1991.0,手自排,1.0,ISAVE
198,BENZ,C180,2016.0,86810.0,1180000.0,黑,1595.0,手自排,1.0,ISAVE
199,HONDA,CIVIC,2016.0,68991.0,688000.0,灰,1798.0,手自排,1.0,ISAVE
200,BMW,528,2016.0,49000.0,608000.0,白,1997.0,手自排,1.0,ISAVE
201,FORD,FOCUS,2016.0,50000.0,458000.0,黑,1499.0,手自排,1.0,ISAVE
202,TOYOTA,ALTIS,2016.0,150000.0,588000.0,灰,1798.0,手自排,1.0,ISAVE
204,TOYOTA,RAV4,2016.0,90324.0,550000.0,黑,1987.0,自排,1.0,ISAVE
205,MAZDA,CX-3,2016.0,38000.0,1250000.0,白,1998.0,手自排,1.0,ISAVE
206,TOYOTA,ALTIS,2016.0,80000.0,1098000.0,銀,1798.0,手自排,1.0,ISAVE
207,TOYOTA,WISH,2016.0,50900.0,388000.0,白,1987.0,手自排,1.0,ISAVE
208,LUXGEN,U6,2016.0,37136.0,328000.0,銀,1798.0,手自排,1.0,ISAVE
209,HYUNDAI,SANTA FE,2016.0,141078.0,538000.0,灰,2199.0,手自排,1.0,ISAVE
210,BENZ,GLA200,2016.0,22700.0,1168000.0,白,1595.0,手自排,1.0,ISAVE
211,BENZ,CLA200,2016.0,74998.0,418000.0,白,1595.0,手自排,1.0,ISAVE
212,NISSAN,SENTRA,2016.0,73000.0,2600000.0,白,1798.0,自排,1.0,ISAVE
214,MAZDA,MAZDA 5,2016.0,70000.0,358000.0,白,1999.0,手自排,1.0,ISAVE
215,BENZ,C300,2016.0,52133.0,478000.0,灰,1991.0,手自排,1.0,ISAVE
216,NISSAN,TIIDA,2016.0,83482.0,1180000.0,白,1598.0,自排,1.0,ISAVE
217,BENZ,C63,2016.0,59000.0,548000.0,白,3982.0,手自排,1.0,ISAVE
218,NISSAN,TIIDA,2016.0,62720.0,1780000.0,銀,1600.0,手自排,1.0,ISAVE
219,MITSUBISHI,ZINGER,2016.0,85213.0,358000.0,,2378.0,自排,1.0,ISAVE
220,TOYOTA,ALTIS,2016.0,59176.0,980000.0,白,1798.0,手自排,1.0,ISAVE
221,BMW,520,2016.0,50718.0,788000.0,黑,1997.0,手自排,1.0,ISAVE
