,auto_brand_en,item_kind_name_en,car_year,car_mileage,car_price,source
17387,Mercedes-Benz,E-Class Estate,2017,80000,2780000,8891
17388,Ford,Ranger,2018,20000,0,8891
17389,Mercedes-Benz,C-Class Sedan,2016,60000,1680000,8891
17390,Mercedes-Benz,E-Class Estate,2017,90000,2780000,8891
17391,Saab,9-3 Convertible,2003,70000,300000,8891
17392,Toyota,Corolla Altis,2014,160000,390000,8891
17393,Honda,CR-V,2011,190000,288000,8891
17394,Mercedes-Benz,W123,1990,99000,0,8891
17395,Lexus,ES,2016,52000,778000,8891
17396,Porsche,718 Cayman,2016,38000,2790000,8891
17397,Mercedes-Benz,C-Class Coupe,2013,110000,698000,8891
17398,BMW,2-Series Gran Coupe,2020,3000,0,8891
17399,BMW,4-Series Gran Coupé,2016,70000,1180000,8891
17400,Mercedes-Benz,C-Class Coupe,2016,60000,1530000,8891
17401,Porsche,Macan Turbo,2015,55000,1998000,8891
17402,Lexus,IS,2014,10000,758000,8891
17403,Mercedes-Benz,CLA Shooting Brake,2017,60000,1160000,8891
17404,Volvo,V40,2014,80000,488000,8891
17405,Volkswagen,Golf,2018,60000,798000,8891
17406,Volkswagen,Tiguan,2018,40000,1038000,8891
17407,Subaru,WRX,2014,60000,628000,8891
17408,Mercedes-Benz,E-Class Sedan,2012,130000,698000,8891
17409,Infiniti,Q30,2016,90000,828000,8891
17410,Honda,CR-V,2018,20000,828000,8891
17411,Audi,A3 Sportback,2015,70000,558000,8891
17412,Porsche,Macan,2014,80000,1450000,8891
17413,Mercedes-Benz,CLA,2014,80000,1200000,8891
17414,Audi,A4 Avant,2011,120000,488000,8891
17415,Audi,A5 Coupe,2009,100000,488000,8891
17416,Toyota,C-HR,2019,20000,738000,8891
17417,Subaru,Levorg,2018,60000,1088000,8891
17418,Porsche,Panamera,2011,100000,1198000,8891
17419,Toyota,RAV4,2017,40000,658000,8891
17420,Ford,Focus,2019,20000,698000,8891
17421,Mercedes-Benz,C-Class Sedan,2017,80000,1980000,8891
17422,Mercedes-Benz,C-Class Sedan,2014,120000,1380000,8891
17423,Lexus,CT,2012,120000,520000,8891
17424,Volkswagen,Polo,2006,160000,118000,8891
17425,Ford,Focus,2014,140000,358000,8891
17426,Hyundai,Elantra,2018,60000,420000,8891
17427,BMW,X1,2016,63000,1098000,8891
17428,Ford,Focus,2014,111000,300000,8891
17429,Toyota,Vios,2017,88000,250000,8891
17430,Ford,Focus,2010,152000,138000,8891
17431,Lexus,RX,2005,180000,158000,8891
17432,BMW,5-Series Sedan,2015,130000,888000,8891
17433,Toyota,Wish,2015,95000,458000,8891
17434,Toyota,Corolla Altis,2018,25000,470000,8891
17435,Bentley,Continental GT,2012,34000,4880000,8891
17436,Nissan,Livina,2018,130000,320000,8891
17437,Toyota,Corolla Altis,2017,41000,430000,8891
17438,BMW,3-Series Convertible,2009,170000,265000,8891
17439,Porsche,718 Cayman,2019,22000,2958000,8891
17440,Mercedes-Benz,CLA,2014,130000,0,8891
17441,Mercedes-Benz,C-Class Sedan,2019,38000,1798000,8891
17442,Toyota,Wish,2015,158000,500000,8891
17443,Volvo,S90,2020,3001,0,8891
17444,Nissan,Kicks,2019,39000,498000,8891
17445,Suzuki,Jimny,2019,50000,0,8891
17446,Luxgen,U6 Turbo,2014,40000,200000,8891
17447,Mitsubishi,Outlander,2016,50000,350000,8891
17448,Honda,City,2018,12000,410000,8891
17449,Honda,CR-V,2011,80000,278000,8891
17450,Ford,Focus,2010,100000,125000,8891
17451,Honda,CR-V,2018,42000,750000,8891
17452,Honda,City,2018,34000,480000,8891
17453,Toyota,Sienta,2018,100000,518000,8891
17454,Mazda,3,2015,170000,458000,8891
17455,Mercedes-Benz,C-Class Sedan,2018,25000,2080000,8891
17456,Audi,A3 Sportback,2010,130000,368000,8891
17457,Volvo,XC60,2010,200000,450000,8891
17458,Mitsubishi,Zinger,2016,100000,295000,8891
17459,Volvo,S60,2013,130000,410000,8891
17460,Nissan,Juke,2014,130000,368000,8891
17461,Audi,A7,2011,160000,650000,8891
17462,Luxgen,U6 Turbo,2014,60000,200000,8891
17463,BMW,4-Series Coupe,2014,90000,1098000,8891
17464,Audi,A4 Avant,2017,60000,1280000,8891
17465,Mercedes-Benz,GLB,2020,1000,2280000,8891
17466,Mercedes-Benz,C-Class Sedan,2017,40000,1498000,8891
17467,Mercedes-Benz,C-Class Sedan,2017,17000,1538000,8891
17468,Mercedes-Benz,C-Class Coupe,2017,31000,2380000,8891
17469,Toyota,Yaris,2015,72000,275000,8891
17470,Mercedes-Benz,E-Class Sedan,2016,60000,1730000,8891
17471,Ford,Kuga,2014,85000,478000,8891
17472,Mercedes-Benz,E-Class Sedan,2010,199000,520000,8891
17473,Mercedes-Benz,GLC,2019,18000,0,8891
17474,Mitsubishi,Zinger,2018,53000,238000,8891
17475,Subaru,Impreza,2019,30000,0,8891
17476,Audi,A6 Allroad,2016,40000,1480000,8891
17477,Mercedes-Benz,C-Class Sedan,2007,165000,328000,8891
17478,Audi,A4 Sedan,2016,50000,1190000,8891
17479,Mercedes-Benz,A-Class,2018,8000,1550000,8891
17480,BMW,1-Series Hatchback,2020,20000,0,8891
17481,Porsche,Cayenne,2018,70000,2450000,8891
17482,Volvo,XC60,2012,90000,448000,8891
17483,Mercedes-Benz,C-Class Coupe,2016,40000,1630000,8891
17484,Toyota,Camry,2012,120000,328000,8891
17485,BMW,1-Series Hatchback,2015,69000,638000,8891
17486,Mercedes-Benz,E-Class Sedan,2018,2759,1738000,8891
17487,Mercedes-Benz,A-Class,2014,210000,808000,8891
17488,Ford,Focus,2019,30000,688000,8891
17489,BMW,X3,2019,49000,1798000,8891
17490,Luxgen,M7 Turbo EcoHyper,2019,30000,740000,8891
17491,Lexus,RX,2018,40000,1990000,8891
17492,Porsche,Macan S,2019,18000,3380000,8891
17493,BMW,3-Series GT,2015,96000,998000,8891
17494,Lexus,IS,2008,55000,560000,8891
17495,BMW,5-Series Sedan,2020,3500,2400000,8891
17496,Volkswagen,Golf,2016,75000,520000,8891
17497,Mercedes-Benz,B-Class,2014,92000,685000,8891
17498,Skoda,Scala,2020,11000,768000,8891
17499,BMW,X3,2020,4956,2030000,8891
17500,BMW,X2,2020,2600,1540000,8891
17501,BMW,8-Series Gran Coupe,2020,8035,4300000,8891
17502,BMW,X1,2020,4958,1750000,8891
17503,BMW,7-Series,2020,9937,3350000,8891
17504,Mercedes-Benz,C-Class Sedan,2015,70000,1150000,8891
17505,Mercedes-Benz,E-Class Sedan,2010,100000,680000,8891
17506,Lexus,CT,2016,64000,8585000,8891
17507,Mercedes-Benz,CLA,2017,31000,1450000,8891
17508,Mercedes-Benz,CLA,2016,39000,1320000,8891
17509,BMW,X1,2014,80000,698000,8891
17510,Audi,Q5,2014,101000,898000,8891
17511,Jaguar,XF,2012,77000,738000,8891
17512,Audi,A6,2015,37000,1158000,8891
17513,Mercedes-Benz,G-Class,2010,70000,2880000,8891
17514,Volvo,V40,2017,28000,928000,8891
17515,Suzuki,Ignis,2017,41000,398000,8891
17516,Honda,CR-V,2008,190000,288000,8891
17517,Honda,HR-V,2019,29000,658000,8891
17518,BMW,I3,2018,36000,1198000,8891
17519,Nissan,Tiida,2015,86000,388000,8891
17520,Volkswagen,Passat,2018,55000,878000,8891
17521,Honda,CR-V,2017,86000,648000,8891
17522,Ford,Focus,2013,120000,298000,8891
17523,Mercedes-Benz,CLA,2018,30000,1568000,8891
17524,Mercedes-Benz,GLA,2016,30000,1368000,8891
17525,Mercedes-Benz,GLC,2018,40000,1758000,8891
17526,BMW,5-Series Sedan,2013,170000,750000,8891
17527,Mercedes-Benz,GLC,2018,20000,1788000,8891
17528,Mercedes-Benz,GLC,2018,30000,1788000,8891
17529,Mercedes-Benz,GLB,2020,1200,2200000,8891
17530,Toyota,Vios,2006,200000,158000,8891
17531,Luxgen,URX,2020,40000,598000,8891
17532,Honda,Odyssey,2016,43000,1188000,8891
17533,Honda,Accord,2006,170000,128000,8891
17534,Mitsubishi,Delica貨車,2016,56000,368000,8891
17535,Luxgen,7 SUV,2011,110000,198000,8891
17536,Volkswagen,Passat,2011,150000,298000,8891
17537,Hyundai,Ix35,2013,150000,368000,8891
17538,Mercedes-Benz,ML-Class,2002,135000,0,8891
17539,Toyota,Innova,2013,330000,218000,8891
17540,Toyota,Camry Hybrid,2017,9000,798000,8891
17541,Skoda,Octavia Combi,2018,28000,838000,8891
17542,BMW,3-Series Touring,2006,250000,0,8891
17543,Mitsubishi,Eclipse Cross,2020,9000,850000,8891
17544,Toyota,Corolla Altis,2018,6000,528000,8891
17545,Toyota,Wish,2005,110000,168000,8891
17546,Mazda,2,2008,28000,228000,8891
17547,Mercedes-Benz,GLC,2018,36000,0,8891
17548,Mercedes-Benz,GLC,2017,47000,0,8891
17549,Mercedes-Benz,GLC,2018,31000,0,8891
17550,CMC,Veryca貨車,2014,90000,338000,8891
17551,Nissan,Tiida,2016,55000,438000,8891
17552,Hyundai,Starex,2014,49000,598000,8891
17553,Mercedes-Benz,E-Class Estate,1999,140000,138000,8891
17554,Toyota,RAV4,2019,26000,898000,8891
17555,Toyota,Camry Hybrid,2018,40000,758000,8891
17556,Mercedes-Benz,GLC,2018,30000,0,8891
17557,Mercedes-Benz,CLA,2017,39000,1138000,8891
17558,Mitsubishi,Challenger,2003,220000,285000,8891
17559,Hyundai,Tucson,2008,170000,168000,8891
17560,Kia,Kaon,2011,180000,248000,8891
17561,Mitsubishi,Delica廂車,1996,280000,198000,8891
17562,Hyundai,Tucson,2006,270000,148000,8891
17563,Audi,Q5,2015,35000,1058000,8891
17564,Hyundai,Kona,2019,21000,798000,8891
17565,Mazda,6,2017,31000,798000,8891
17566,Suzuki,Solio,2007,140000,148000,8891
17567,Suzuki,Carry,2011,190000,238000,8891
17568,Honda,Odyssey,2016,44000,898000,8891
17569,Ford,Kuga,2020,10000,998000,8891
17570,Volkswagen,Sharan,2014,52000,658000,8891
17571,Toyota,Camry,2017,36000,598000,8891
17572,Porsche,Macan,2019,18000,2738000,8891
17573,Toyota,Zace,2005,300000,128000,8891
17574,Nissan,X-Trail,2004,190000,88000,8891
17575,Mitsubishi,Colt Plus,2015,105000,268000,8891
17576,Nissan,370Z,2009,150000,498000,8891
17577,Mitsubishi,Delica貨車,2006,240000,168000,8891
17578,CMC,Veryca廂車,2005,230000,188000,8891
17579,Honda,HR-V,2017,91000,618000,8891
17580,Porsche,Panamera,2019,3000,0,8891
17581,Hyundai,Tucson,2006,170000,158000,8891
17582,Suzuki,SX4,2007,180000,158000,8891
17583,Porsche,718 Boxster,2017,28000,2690000,8891
17584,Hyundai,Tucson,2006,260000,88000,8891
17585,Toyota,RAV4,2008,160000,238000,8891
17586,Mitsubishi,Canter,2002,450000,238000,8891
17587,CMC,Veryca貨車,2015,66000,358000,8891
17588,Mitsubishi,Canter,2005,390000,288000,8891
17589,Mercedes-Benz,GLB,2020,6000,1880000,8891
17590,Infiniti,Q50,2019,30000,1038000,8891
17591,Nissan,Sentra,2002,167000,58000,8891
17592,Toyota,Corolla Altis,2007,175000,188000,8891
17593,Ford,Kuga,2018,38000,748000,8891
17594,Mercedes-Benz,E-Class Sedan,2013,71000,898000,8891
17595,Alfa Romeo,Stelvio,2017,100,1840000,8891
17596,Audi,TTS,2017,32000,2250000,8891
17597,Mercedes-Benz,G-Class,2012,82000,0,8891
17598,Alfa Romeo,Stelvio,2018,25000,0,8891
17599,Mercedes-Benz,C-Class Coupe,2017,37000,2180000,8891
17600,Alfa Romeo,GIULIA,2017,23000,0,8891
17601,Mercedes-Benz,C-Class Sedan,2015,108000,1150000,8891
17602,Mercedes-Benz,E-Class Sedan,2014,110000,1068000,8891
17603,Hyundai,Starex,2008,120000,298000,8891
17604,BMW,3-Series Sedan,2013,90000,678000,8891
17605,Porsche,Macan,2017,40000,0,8891
17606,Ford,Fiesta,2012,90000,228000,8891
17607,Volkswagen,Golf GTI,2011,110000,568000,8891
17608,Audi,A4 Avant,2005,140000,268000,8891
17609,Volkswagen,Golf,2015,80000,528000,8891
17610,CMC,Veryca貨車,2018,17000,339000,8891
17611,Audi,A4 Sedan,2009,90000,398000,8891
17612,BMW,5-Series Touring,2010,120000,0,8891
17613,BMW,3-Series Sedan,2016,91000,868000,8891
17614,Mitsubishi,Outlander,2013,49000,388000,8891
17615,Mercedes-Benz,E-Class Sedan,2017,30000,0,8891
17616,Mercedes-Benz,E-Class Sedan,2017,50000,0,8891
17617,Mercedes-Benz,E-Class Sedan,2018,10000,0,8891
17618,Volkswagen,Polo,2014,180000,298000,8891
17619,Lexus,ES,2016,52000,778000,8891
17620,Mercedes-Benz,A-Class,2019,475,0,8891
17621,Mercedes-Benz,CLA,2016,58000,1380000,8891
17622,Porsche,Macan,2017,54000,2120000,8891
17623,BMW,X6,2020,6000,3780000,8891
17624,Lamborghini,Huracan LP610 - 4,2015,28000,9500000,8891
17625,Toyota,Wish,2013,82000,298000,8891
17626,Ferrari,488,2016,20000,9800000,8891
17627,Toyota,Zace,2005,125000,148000,8891
17628,Mitsubishi,Zinger,2006,140000,138000,8891
17629,Suzuki,Grand Vitara,2000,220000,88000,8891
17630,Volkswagen,T4,2003,220000,158000,8891
17631,Mitsubishi,Lancer,2004,148000,68000,8891
17632,Mitsubishi,Space Gear,1999,148000,88000,8891
17633,BMW,3-Series Sedan,2006,96000,288000,8891
17634,Maserati,Ghibli S,2015,50000,1880000,8891
17635,BMW,2-Series Coupe,2014,79000,0,8891
17636,Nissan,Kicks,2019,26000,626000,8891
17637,Mitsubishi,Colt Plus,2014,110000,228000,8891
17638,Porsche,911 Carrera,2013,25000,0,8891
17639,Audi,Q2,2019,10000,678000,8891
17640,Toyota,Corolla Altis,2020,4776,728000,8891
17641,Audi,Q3,2016,50000,418000,8891
17642,BMW,X1,2013,195000,599000,8891
17643,Porsche,Macan,2020,15000,0,8891
17644,Audi,A4 Sedan,2016,19000,328000,8891
17645,Toyota,Sienta,2018,60000,408000,8891
17646,Nissan,Kicks,2019,20000,498000,8891
17647,Volkswagen,Polo,2014,140000,280000,8891
17648,Hyundai,Porter,2012,69000,348000,8891
17649,Audi,Q7,2013,30000,328000,8891
17650,Audi,Q5,2016,19000,520000,8891
17651,Lexus,NX,2019,12000,1788000,8891
17652,Audi,Q7,2015,40000,520000,8891
17653,Mitsubishi,Zinger,2014,133000,298000,8891
17654,Nissan,Teana,2015,130000,328000,8891
17655,Ford,Fiesta,2014,105000,329000,8891
17656,BMW,3-Series Sedan,2020,2000,1660000,8891
17657,Ford,PRZ,2004,150000,100000,8891
17658,Toyota,Innova,2008,120000,168000,8891
17659,BMW,3-Series Sedan,2020,2000,1660000,8891
17660,BMW,3-Series Touring,2020,3000,2098000,8891
17661,BMW,X2,2020,2000,0,8891
17662,Mercedes-Benz,E-Class Sedan,2010,110000,0,8891
17663,Mercedes-Benz,M-Class,2015,150000,1180000,8891
17664,Ford,Escape,2008,60000,198000,8891
17665,Toyota,Yaris,2015,58000,308000,8891
17666,Nissan,X-Trail,2016,70000,628000,8891
17667,Mercedes-Benz,CLA,2014,100000,958000,8891
17668,Mercedes-Benz,SL,2017,27000,0,8891
17669,Honda,City,2015,76000,290000,8891
17670,Mercedes-Benz,GLA,2020,4000,0,8891
17671,Honda,Civic Type R,2020,6,0,8891
17672,Mercedes-Benz,C-Class Coupe,2016,30000,1550000,8891
17673,Mercedes-Benz,C-Class Sedan,2016,30000,2600000,8891
17674,BMW,3-Series Touring,2016,40000,1480000,8891
17675,Mercedes-Benz,GLC,2016,30000,0,8891
17676,Luxgen,7 SUV,2013,106000,220000,8891
17677,Ford,Focus,2014,85000,290000,8891
17678,Mitsubishi,Colt Plus,2016,80000,240000,8891
17679,Honda,CR-V,2018,33000,770000,8891
17680,Luxgen,S5 GT,2019,27000,430000,8891
17681,Honda,Civic,2010,127000,220000,8891
17682,BMW,1-Series Hatchback,2016,68000,760000,8891
17683,Luxgen,M7 Turbo EcoHyper,2016,72000,410000,8891
17684,Mercedes-Benz,C-Class Estate,2016,56000,960000,8891
17685,Audi,A4 Avant,2012,110000,590000,8891
17686,Nissan,Sentra,2015,86000,280000,8891
17687,Ford,Fiesta,2015,88000,290000,8891
17688,BMW,3-Series Sedan,2013,97000,590000,8891
17689,Toyota,Yaris,2017,36000,320000,8891
17690,Toyota,Auris,2018,16000,630000,8891
17691,Volkswagen,Golf,2018,20000,820000,8891
17692,Audi,A1,2016,80000,510000,8891
17693,Mercedes-Benz,C-Class Sedan,2012,126000,520000,8891
17694,BMW,3-Series Convertible,2012,116000,580000,8891
17695,Mazda,CX-5,2015,80000,460000,8891
17696,Mercedes-Benz,GLA,2017,52000,880000,8891
17697,Nissan,X-Trail,2017,42000,490000,8891
17698,Toyota,86,2012,120000,550000,8891
17699,Toyota,Yaris,2017,40000,438000,8891
17700,Hyundai,Elantra,2020,11000,580000,8891
17701,Nissan,Tiida,2015,84000,270000,8891
17702,Luxgen,S3,2017,52000,270000,8891
17703,Volkswagen,Polo,2018,28000,520000,8891
17704,Mazda,CX-5,2019,12000,690000,8891
17705,Mitsubishi,Lancer Fortis,2015,89000,290000,8891
17706,Toyota,Corolla Altis,2015,66000,330000,8891
17707,Lexus,CT,2015,80000,580000,8891
17708,Luxgen,S5 GT,2019,11000,450000,8891
17709,Toyota,Corolla Altis X,2017,51000,460000,8891
17710,Hyundai,Tucson,2017,56000,450000,8891
17711,Volkswagen,Golf Plus,2008,100000,258000,8891
17712,Subaru,Levorg,2019,21000,880000,8891
17713,Mercedes-Benz,CLA,2014,86000,890000,8891
17714,Luxgen,U6 GT,2017,28000,520000,8891
17715,Volkswagen,Golf GTI,2014,69000,660000,8891
17716,Mercedes-Benz,A-Class,2013,98000,630000,8891
17717,Mercedes-Benz,A-Class,2014,37000,650000,8891
17718,BMW,3-Series Sedan,2014,96000,680000,8891
17719,Subaru,WRX,2014,78000,660000,8891
17720,Hyundai,Elantra,2015,74000,290000,8891
17721,Volkswagen,Golf GTI,2010,135000,390000,8891
17722,Mazda,3,2015,47000,420000,8891
17723,Hyundai,Ix35,2015,72000,390000,8891
17724,Mazda,2,2015,57000,320000,8891
17725,Mazda,CX-3,2016,40000,450000,8891
17726,Ford,Focus,2019,16000,650000,8891
17727,Mazda,3,2016,42000,420000,8891
17728,Honda,HR-V,2017,43000,490000,8891
17729,Ford,Focus,2019,15000,650000,8891
17730,Ford,Focus,2015,76000,400000,8891
17731,Honda,Civic,2014,110000,320000,8891
17732,Honda,Fit,2014,106000,280000,8891
17733,Hyundai,Elantra,2017,26000,400000,8891
17734,BMW,X5,2012,112000,738000,8891
17735,BMW,I3,2019,1512,1438000,8891
17736,BMW,7-Series,2021,2000,0,8891
17737,BMW,5-Series Sedan,2015,66000,1098000,8891
17738,Mitsubishi,Delica廂車,2009,34000,268000,8891
17739,Toyota,Yaris,2017,30000,438000,8891
17740,Toyota,Wish,2011,80000,438000,8891
17741,Nissan,March,2017,7000,338000,8891
17742,BMW,X5,2021,2000,0,8891
17743,Hyundai,Matrix,2004,160000,68000,8891
17744,Ford,EcoSport,2014,60000,298000,8891
17745,Honda,HR-V,2017,50000,578000,8891
17746,BMW,5-Series Touring,2012,190000,838000,8891
17747,BMW,X4,2017,19000,1438000,8891
17748,BMW,3-Series Sedan,2015,146000,0,8891
17749,Nissan,Cefiro,2003,186000,50000,8891
17750,BMW,3-Series Sedan,2020,2000,1860000,8891
17751,Honda,Civic,2015,150000,428000,8891
17752,Honda,CR-V,2009,87000,200000,8891
17753,Mitsubishi,Lancer Fortis,2011,149000,180000,8891
17754,Honda,Civic K12,2009,190000,160000,8891
17755,Suzuki,Swift,2006,171000,178000,8891
17756,Porsche,718 Cayman GTS,2018,2000,0,8891
17757,Mercedes-Benz,SLK,2008,110000,520000,8891
17758,Toyota,Yaris,2013,110000,270000,8891
17759,Toyota,Yaris,2011,180000,250000,8891
17760,Ford,Fiesta,2016,50000,438000,8891
17761,Maserati,GranTurismo,2011,70000,1780000,8891
17762,Volkswagen,Scirocco,2009,50000,398000,8891
17763,Toyota,RAV4,2015,100000,550000,8891
17764,BMW,7-Series,2006,190000,250000,8891
17765,Toyota,Wish,2012,150000,388000,8891
17766,Mercedes-Benz,GLC,2016,60000,1480000,8891
17767,Honda,Fit,2015,50000,435000,8891
17768,BMW,5-Series Touring,2011,100000,818000,8891
17769,Toyota,RAV4,2017,50000,638000,8891
17770,Audi,A6,2010,160000,380000,8891
17771,Mazda,3,2008,120000,138000,8891
17772,Honda,Fit,2008,130000,188000,8891
17773,Mitsubishi,Outlander,2012,170000,238000,8891
17774,Honda,CR-V,2012,110000,365000,8891
17775,Mitsubishi,Freeca,2005,152000,168000,8891
17776,Proton,Jumbuck,2004,245000,188000,8891
17777,Hyundai,Elantra,2013,110000,328000,8891
17778,Mercedes-Benz,C-Class Sedan,1997,130000,108000,8891
17779,Nissan,March,2015,20000,285000,8891
17780,Toyota,Corolla Altis,2014,90000,348000,8891
17781,BMW,5-Series Sedan,2006,115000,298000,8891
17782,Toyota,Auris,2019,10000,450000,8891
17783,Audi,A1 Sportback,2015,90000,588000,8891
17784,Volkswagen,Golf,2014,150000,438000,8891
17785,Toyota,Alphard,2017,69000,1888000,8891
17786,Volkswagen,Sharan,2014,110000,588000,8891
17787,Audi,A5 Sportback,2014,240000,698000,8891
17788,Volvo,XC60,2014,90000,0,8891
17789,Subaru,Forester,2015,170000,548000,8891
17790,Mercedes-Benz,E-Class Sedan,2016,83000,1333000,8891
17791,Volkswagen,Passat,2012,90000,298000,8891
17792,Jaguar,F-Type,2015,8000,2080000,8891
17793,Honda,CR-V,2014,110000,488000,8891
17794,Nissan,Tiida,2010,110000,238000,8891
17795,Toyota,Vios,2009,288000,120000,8891
17796,BMW,3-Series Sedan,2012,145000,696000,8891
17797,Lexus,NX,2020,6000,1388000,8891
17798,Bentley,Bentayga,2017,40000,0,8891
17799,Mercedes-Benz,GLC,2016,70000,0,8891
17800,Volvo,XC60,2012,91000,448000,8891
17801,Nissan,Tiida,2013,70000,346000,8891
17802,BMW,1-Series Hatchback,2014,106000,0,8891
17803,Mercedes-Benz,A-Class,2019,6000,1478000,8891
17804,Volkswagen,Polo,2012,70000,228000,8891
17805,Toyota,Auris,2018,19000,668000,8891
17806,Hino,300,2008,300000,1190000,8891
17807,Toyota,Wish,2015,98000,478000,8891
17808,Mercedes-Benz,GLC,2019,30000,1980000,8891
17809,BMW,3-Series Sedan,2019,28000,1830000,8891
17810,BMW,5-Series Sedan,2017,48000,1688000,8891
17811,Mercedes-Benz,GLC,2018,50000,0,8891
17812,Mitsubishi,Savrin,2006,100000,0,8891
17813,Mercedes-Benz,E-Class Sedan,2017,40000,0,8891
17814,BMW,3-Series Sedan,2019,27000,0,8891
17815,CMC,Veryca貨車,2018,12000,0,8891
17816,Mercedes-Benz,GLC Coupe,2017,60000,0,8891
17817,Mercedes-Benz,GLE Coupe,2019,59000,0,8891
17818,BMW,M4,2016,28000,0,8891
17819,Mercedes-Benz,C-Class Sedan,2018,20000,0,8891
17820,Mercedes-Benz,CLS,2018,20000,0,8891
17821,Audi,TTRS,2019,7000,0,8891
17822,Mercedes-Benz,E-Class Sedan,2017,40000,2680000,8891
17823,BMW,4-Series Gran Coupé,2016,110000,1380000,8891
17824,Smart,Forfour,2017,34000,0,8891
17825,Mercedes-Benz,GLE,2020,14000,0,8891
17826,BMW,3-Series Sedan,2019,20000,0,8891
17827,Mercedes-Benz,GLE,2020,20000,0,8891
17828,Mercedes-Benz,E-Class Sedan,2017,60000,0,8891
17829,Mercedes-Benz,E-Class Sedan,2017,65000,0,8891
17830,Mercedes-Benz,GLC,2019,1000,0,8891
17831,Lexus,LS,1997,220000,0,8891
17832,Mercedes-Benz,GLC,2019,20000,0,8891
17833,Mercedes-Benz,GLC Coupe,2019,20000,0,8891
17834,Mercedes-Benz,E-Class Sedan,2017,30000,0,8891
17835,BMW,X6,2020,10000,0,8891
17836,Mercedes-Benz,S-Class Sedan,2018,15000,0,8891
17837,Mercedes-Benz,GLC Coupe,2017,39000,0,8891
17838,Mercedes-Benz,GL-Class,2011,140000,888000,8891
17839,Mercedes-Benz,CLS,2013,100000,1120000,8891
17840,BMW,5-Series Sedan,2017,48000,1650000,8891
17841,Mercedes-Benz,GLC Coupe,2017,58000,0,8891
17842,Mercedes-Benz,C-Class Sedan,2016,50000,0,8891
17843,Land Rover,Discovery Sport,2017,80000,0,8891
17844,Mercedes-Benz,C-Class Sedan,2017,35000,0,8891
17845,BMW,3-Series Sedan,2019,28000,0,8891
17846,Mercedes-Benz,C-Class Sedan,2019,16000,0,8891
17847,Mercedes-Benz,GLC Coupe,2017,61000,0,8891
17848,Mercedes-Benz,GLC Coupe,2017,36000,0,8891
17849,Mercedes-Benz,GLC Coupe,2020,100,0,8891
17850,BMW,3-Series Sedan,2019,29000,0,8891
17851,Mercedes-Benz,GLB,2020,100,0,8891
17852,Nissan,Teana,2010,110000,198000,8891
17853,Honda,CR-V,2005,86000,158000,8891
17854,Toyota,Corolla Altis,2009,110000,258000,8891
17855,Maserati,Quattroporte,2008,89000,779000,8891
17856,Mercedes-Benz,V-Class,2006,71000,0,8891
17857,BMW,7-Series,2011,89000,0,8891
17858,BMW,5-Series Sedan,2012,100000,798000,8891
17859,Volvo,S60,2014,130000,528000,8891
17860,Mercedes-Benz,GLC,2017,29000,1680000,8891
17861,Mercedes-Benz,GLC,2016,100000,1480000,8891
17862,BMW,5-Series Sedan,2017,90000,1980000,8891
17863,BMW,5-Series Sedan,2014,100000,1080000,8891
17864,BMW,4-Series Gran Coupé,2014,86000,1130000,8891
17865,Mercedes-Benz,C-Class Sedan,2017,60000,1430000,8891
17866,Mercedes-Benz,C-Class Coupe,2017,50000,2380000,8891
17867,Mercedes-Benz,CLA,2015,120000,1080000,8891
17868,Mercedes-Benz,GLC Coupe,2017,60000,2480000,8891
17869,Porsche,Macan S,2016,80000,2080000,8891
17870,Mercedes-Benz,C-Class Sedan,2016,70000,1690000,8891
17871,BMW,5-Series Sedan,2017,47000,1980000,8891
17872,Mercedes-Benz,C-Class Sedan,2016,68000,1530000,8891
17873,Mercedes-Benz,E-Class Sedan,2017,68000,1630000,8891
17874,Mercedes-Benz,C-Class Sedan,2015,90000,1280000,8891
17875,Mercedes-Benz,GL-Class,2013,85000,1380000,8891
17876,BMW,3-Series Sedan,2014,100000,880000,8891
17877,BMW,4-Series Gran Coupé,2017,91000,1430000,8891
17878,Ford,Focus,2006,100000,118000,8891
17879,Toyota,FJ Cruiser,2010,70000,0,8891
17880,Mercedes-Benz,Vito Tourer,2018,13000,0,8891
17881,Porsche,Cayenne Coupe,2020,9264,0,8891
17882,Mercedes-Benz,GLC,2018,70000,1730000,8891
17883,BMW,X3,2019,50000,1730000,8891
17884,Mercedes-Benz,GLC Coupe,2017,58000,1930000,8891
17885,BMW,4-Series Gran Coupé,2014,50000,1530000,8891
17886,Mercedes-Benz,GLC,2017,90000,1390000,8891
17887,Mercedes-Benz,GLC,2016,90000,1630000,8891
17888,Mercedes-Benz,CLA,2014,75000,1030000,8891
17889,BMW,3-Series Sedan,2014,85000,880000,8891
17890,Mercedes-Benz,GLC,2017,48000,1630000,8891
17891,Mercedes-Benz,C-Class Sedan,2014,78000,1380000,8891
17892,Mercedes-Benz,C-Class Sedan,2017,69000,2080000,8891
17893,BMW,4-Series Gran Coupé,2015,90000,1430000,8891
17894,BMW,4-Series Gran Coupé,2015,90000,1430000,8891
17895,Mercedes-Benz,C-Class Sedan,2017,90000,1980000,8891
17896,Mercedes-Benz,GLC,2017,90000,1490000,8891
17897,BMW,4-Series Gran Coupé,2015,60000,1490000,8891
17898,Mercedes-Benz,GLC Coupe,2018,90000,1980000,8891
